개방자치단체코드,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,Latitude,Longitude,사업장명,업태구분명,점포구분명
3220000,1984/03/07,,2,휴업,2,휴업처리,2023/01/02,,,,,서울특별시 강남구 압구정동 456호,,,,(주)금강개발산업,그 밖의 대규모점포,
3220000,1984/02/08,,1,영업/정상,1,정상영업,2023/01/02,,,,11740.39,서울특별시 강남구 대치동 511번지 한보미도맨션,"서울특별시 강남구 삼성로 150 (대치동, 한보미도맨션)",37.4933928,127.0673501,한보종합상가,그 밖의 대규모점포,대규모점포
3220000,1996/11/15,,1,영업/정상,1,정상영업,2023/01/02,,,,12025.9,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),37.499217,127.0484398,한솔필리아,그 밖의 대규모점포,대규모점포
3220000,1974/11/10,,1,영업/정상,1,정상영업,2023/01/02,,,,3062.7,서울특별시 강남구 신사동 510번지 11호,서울특별시 강남구 압구정로2길 46 (신사동),37.5187712,127.0206688,강남시장,복합쇼핑몰,대규모점포
3220000,1973/08/01,,3,폐업,3,폐업처리,2013/02/14,,,,0,서울특별시 강남구 논현동 122번지 8호,서울특별시 강남구 학동로4길 15 (논현동),37.5105327,127.0235227,영동시장,그 밖의 대규모점포,대규모점포
3220000,1979/01/17,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 논현동 227번지 4호,서울특별시 강남구 봉은사로33길 33 (논현동),37.5100181,127.0347773,논현종합시장,그 밖의 대규모점포,대규모점포
3220000,1987/02/02,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 논현동 105번지 7호,"서울특별시 강남구 언주로 726 (논현동, 두산빌딩)",37.5190748,127.0352982,두산아케이드,그 밖의 대규모점포,대규모점포
3220000,1979/04/10,,2,휴업,2,휴업처리,2023/01/02,,,,,서울특별시 강남구 압구정동 456호,,,,금강상가,그 밖의 대규모점포,
3220000,1976/08/07,,1,영업/정상,1,정상영업,2023/01/02,,,,2059,서울특별시 강남구 압구정동 454호,서울특별시 강남구 압구정로29길 72-1 (압구정동),37.5322852,127.0283977,신사상가,그 밖의 대규모점포,대규모점포
3220000,1985/07/08,,1,영업/정상,1,정상영업,2023/01/02,,,,10250,서울특별시 강남구 압구정동 515호,"서울특별시 강남구 압구정로 407 (압구정동, 갤러리아백화점)",37.5280802,127.0415695,갤러리아백화점(동관),백화점,
3220000,1978/05/26,,3,폐업,3,폐업처리,2014/03/24,20110415,20140430,,0,서울특별시 강남구 청담동 122호,서울특별시 강남구 도산대로85길 30 (청담동),37.5264323,127.0496672,청담제일시장,그 밖의 대규모점포,대규모점포
3220000,1980/05/19,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 청담동 134번지 20호,서울특별시 강남구 학동로101길 26 (청담동),37.5223046,127.0577361,청담삼익시장,그 밖의 대규모점포,대규모점포
3220000,1983/10/11,,3,폐업,3,폐업처리,2010/12/30,,,,0,서울특별시 강남구 삼성동 122번지 8 호,서울특별시 강남구 봉은사로72길 39 (삼성동),37.5100162,127.0526139,삼성종합시장,시장,대규모점포
3220000,1985/02/06,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 대치동 500호,"서울특별시 강남구 남부순환로 2912 (대치동, 개포우성아파트)",37.4908388,127.0572409,그랑프리,그 밖의 대규모점포,대규모점포
3220000,1979/04/16,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 대치동 626호,서울특별시 강남구 남부순환로 2917 (대치동),37.4931481,127.0590766,청실종합상가,그 밖의 대규모점포,대규모점포
3220000,1984/05/25,,1,영업/정상,1,정상영업,2023/01/02,,,,2105.31,서울특별시 강남구 대치동 977번지 12  호,서울특별시 강남구 삼성로64길 41 (대치동),37.5010034,127.063646,대치종합상가,그 밖의 대규모점포,대규모점포
3220000,1981/04/14,,3,폐업,3,폐업처리,2013/02/20,,,,0,서울특별시 강남구 역삼동 796번지 22  호,서울특별시 강남구 역삼로52길 14 (역삼동),37.4985291,127.0479489,역삼시장,시장,대규모점포
3220000,1974/12/27,,3,폐업,3,폐업처리,2013/02/20,,,,0,서울특별시 강남구 역삼동 754번지 2  호,서울특별시 강남구 역삼로52길 14 (역삼동),37.4985291,127.0479489,역삼시장,그 밖의 대규모점포,대규모점포
3220000,1992/12/26,,3,폐업,3,폐업처리,2021/05/13,,,,0,서울특별시 강남구 수서동 707호,"서울특별시 강남구 광평로51길 49 (수서동, 주공아파트)",37.4911322,127.1001778,수서종합상가,그 밖의 대규모점포,대규모점포
3220000,1994/06/15,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 5 (개포동, 대청아파트)",37.4949355,127.0770664,대치1단지상가,그 밖의 대규모점포,대규모점포
3220000,1994/06/15,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 개포동 12호,"서울특별시 강남구 개포로109길 21 (개포동, 대청아파트)",37.4949355,127.0770664,대치2단지상가,그 밖의 대규모점포,대규모점포
3220000,1994/06/15,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 일원동 711번지 1호,"서울특별시 강남구 양재대로55길 6 (일원동, 도시개발아파트)",37.4909601,127.0899157,수서1-2단지상가,그 밖의 대규모점포,대규모점포
3220000,1994/06/15,20100908,4,취소/말소/만료/정지/중지,4,직권취소,2023/01/02,,,,0,서울특별시 강남구 일원동 647호,,,,일원마트,그 밖의 대규모점포,
3220000,1997/05/24,,3,폐업,3,폐업처리,2009/09/22,,,,0,서울특별시 강남구 개포동 13번지 3 호,,,,미씨-860,그 밖의 대규모점포,
3220000,1997/06/30,,1,영업/정상,1,정상영업,2023/01/02,,,,,서울특별시 강남구 역삼동 826번지 14호,,,,진솔물산,그 밖의 대규모점포,
3220000,1997/09/02,,3,폐업,3,폐업처리,2012/12/20,,,,0,서울특별시 강남구 도곡동 464호,,,,(주)재능스스로마트,그 밖의 대규모점포,대규모점포
3220000,1985/11/30,,1,영업/정상,1,정상영업,2023/01/02,,,,37604.54,서울특별시 강남구 압구정동 429번지,"서울특별시 강남구 압구정로 165 (압구정동, 현대백화점본점)",37.5273268,127.0274265,(주)현대백화점 본점,백화점,대규모점포
3220000,1988/10/10,,1,영업/정상,1,정상영업,2023/01/02,,,,46111.46,서울특별시 강남구 삼성동 159번지 7호,"서울특별시 강남구 테헤란로 517 (삼성동, 무역센터현대백화점)",37.5086154,127.0597808,현대백화점 무역센터점,백화점,대규모점포
3220000,1985/03/18,,1,영업/정상,1,정상영업,2023/01/02,,,,15358,서울특별시 강남구 압구정동 494호,"서울특별시 강남구 압구정로 343 (압구정동, 갤러리아백화점)",37.5285614,127.0400548,갤러리아백화점(서관),백화점,
3220000,2000/06/16,,1,영업/정상,1,정상영업,2023/01/02,,,,26532,서울특별시 강남구 대치동 937호,서울특별시 강남구 도곡로 401 (대치동),37.4970578,127.0535939,롯데백화점(강남점),백화점,
3220000,1988/10/19,,1,영업/정상,1,정상영업,2023/01/02,,,,7940,서울특별시 강남구 삼성1동 159번지 8호 그랜드인터콘티넨탈호텔(지하1층),서울특별시 강남구 테헤란로 521 (삼성동),37.5090474,127.060893,파르나스몰(PARNAS MALL),쇼핑센터,대규모점포
3220000,2000/05/01,,1,영업/정상,1,정상영업,2023/01/02,,,,5683.94,서울특별시 강남구 삼성동 159호,서울특별시 강남구 봉은사로 524 (삼성동),37.5125207,127.0588194,코엑스 호텔아케이드,쇼핑센터,대규모점포
3220000,2000/05/03,,1,영업/정상,1,정상영업,2023/01/02,,,,80038,서울특별시 강남구 삼성동 159번지 1호 외,서울특별시 강남구 영동대로 513 (삼성동),37.5125207,127.0588194,코엑스 몰,복합쇼핑몰,대규모점포
3220000,1991/12/30,,3,폐업,3,폐업처리,2010/02/10,,,,0,서울특별시 강남구 역삼동 701호,,,,서울상록회관,대형마트,
3220000,1999/07/14,,2,휴업,2,휴업처리,2023/01/02,,,,5174,서울특별시 강남구 역삼동 755호 한솔필리아지층,,,,(주)신세계마트 이마트 역삼점,대형마트,
3220000,2003/01/28,,1,영업/정상,1,정상영업,2023/01/02,,,,1255,서울특별시 강남구 압구정1동 456번지,서울특별시 압구정로 201 (구현대아파트),37.5296583,127.0308297,금강상가,그 밖의 대규모점포,대규모점포
3220000,2003/04/18,,2,휴업,2,휴업처리,2023/01/02,,,,21237.74,서울특별시 강남구 압구정동 456호,,,,(주)현대백화점 동호스토아,백화점,
3220000,2003/01/28,,2,휴업,2,휴업처리,2023/01/02,,,,,"서울특별시 강남구 대치동 623,624호   ",,,,남서울종합상가,그 밖의 대규모점포,
3220000,1988/05/13,,1,영업/정상,1,정상영업,2023/01/02,,,,3014.31,서울특별시 강남구 대치동 623번지,서울특별시 강남구 남부순환로 2921 (대치동),37.4936059,127.0597001,남서울종합시장,그 밖의 대규모점포,대규모점포
3220000,2006/10/24,,1,영업/정상,1,정상영업,2023/01/02,,,,5174,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),37.499217,127.0484398,(주)이마트 역삼점,대형마트,대규모점포
3220000,2006/10/18,,3,폐업,3,폐업처리,2019/08/31,,,,0,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동),37.499217,127.0484398,(주)신세계마트 이마트 역삼점,대형마트,대규모점포
3220000,2009/09/30,,1,영업/정상,1,정상영업,2023/01/02,,,,3273.17,서울특별시 강남구 논현2동 108번지,서울특별시 강남구 학동로43길 38 (논현동),37.5184523,127.03803,논현웰스톤상가,그 밖의 대규모점포,대규모점포
3220000,2009/11/09,,1,영업/정상,1,정상영업,2023/01/02,,,,223,서울특별시 강남구 도곡동 518-8 유진빌딩,"서울특별시 강남구 논현로28길 9, 유진빌딩 (도곡동)",37.4827594,127.0433546,홈플러스익스프레스 도곡2점,구분없음,준대규모점포
3220000,2005/08/29,,1,영업/정상,1,정상영업,2023/01/02,,,,12645.92,"서울특별시 강남구 도곡2동 467번지 7호 아카데미스위트 에이동B101,B102,B201","서울특별시 강남구 남부순환로 2804 (도곡동, 아카데미스위트)",37.4889623,127.0519645,아카데미프라자,그 밖의 대규모점포,대규모점포
3220000,2010/12/30,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 삼성2동 121번지 38호,서울특별시 강남구 삼성로103길 12 (삼성동),37.5103886,127.053406,삼성동 신도브래뉴 주상복합 상가,그 밖의 대규모점포,대규모점포
3220000,2011/04/12,,3,폐업,3,폐업처리,2019/08/31,,,,3200.38,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동),37.5233934,127.0436578,SSG Food Market 백화점,백화점,대규모점포
3220000,2011/04/12,,1,영업/정상,1,정상영업,2023/01/02,,,,3386.04,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동),37.5233934,127.0436578,SSG Food Market 백화점,백화점,대규모점포
3220000,2011/06/23,,1,영업/정상,1,정상영업,2023/01/02,,,,0,서울특별시 강남구 논현1동 140번지 외 44필지,"서울특별시 강남구 강남대로124길 22, 3층 301호 (논현동)",37.5091675,127.0245837,영동전통시장,그 밖의 대규모점포,대규모점포
3220000,2012/07/26,,1,영업/정상,1,정상영업,2023/01/02,,,,170.28,서울특별시 강남구 신사동 660번지 18호,서울특별시 강남구 압구정로46길 5-2 (신사동),37.5280518,127.0368914,홈플러스 익스프레스 압구정점,구분없음,준대규모점포
3220000,2012/04/05,,3,폐업,3,폐업처리,2017/03/13,,,,992.68,,"서울특별시 강남구 학동로43길 38, 지하2층 (논현동, 논현웰스톤)",37.5184523,127.03803,(주)지에스리테일 논현점,구분없음,준대규모점포
3220000,2012/05/18,,1,영업/정상,1,정상영업,2023/01/02,,,,272.02,,"서울특별시 강남구 압구정로18길 25 (신사동, 한국산업양행빌딩)",37.5233078,127.0254152,(주)지에스리테일 신사점,구분없음,준대규모점포
3220000,2013/02/15,,1,영업/정상,1,정상영업,2023/01/02,,,,3718.56,,서울특별시 강남구 학동로4길 15 (논현동),37.5105327,127.0235227,동화상가(주),그 밖의 대규모점포,대규모점포
3220000,2013/06/04,,1,영업/정상,1,정상영업,2023/01/02,,,,231,,서울특별시 강남구 학동로 176 (논현동),37.5135239,127.0301914,홈플러스익스프레스 학동역점,구분없음,준대규모점포
3220000,2013/12/04,,3,폐업,3,폐업처리,2022/08/19,,,,3041.01,서울특별시 강남구 역삼1동 796번지 29호,서울특별시 강남구 논현로63길 16 (역삼동),37.4930012,127.0391173,역삼서해더블루,그 밖의 대규모점포,
3220000,2014/03/25,,1,영업/정상,1,정상영업,2023/01/02,,,20140326,3246.51,,서울특별시 강남구 도산대로85길 30 (청담동),37.5264323,127.0496672,신원아침도시마인상가,그 밖의 대규모점포,대규모점포
3220000,2012/07/02,,3,폐업,3,폐업처리,2014/06/15,,,,180.8,,서울특별시 강남구 논현로 468 (역삼동),37.5000776,127.0385419,롯데쇼핑(주)롯데슈퍼 역삼점,,준대규모점포
3220000,2011/11/24,,1,영업/정상,1,정상영업,2023/01/02,,,,177.7,,서울특별시 강남구 역삼로 230 (역삼동),37.4968936,127.0419635,롯데슈퍼 역삼2동점,구분없음,준대규모점포
3220000,2011/12/02,,1,영업/정상,1,정상영업,2023/01/02,,,,336.2,,서울특별시 강남구 역삼로8길 15 (역삼동),37.4931369,127.0342293,롯데슈퍼 역삼1동점,구분없음,준대규모점포
3220000,2012/01/19,,1,영업/정상,1,정상영업,2023/01/02,,,,177.8,,"서울특별시 강남구 언주로122길 25 (논현동, 두산위브아파트)",37.5144337,127.0243283,롯데슈퍼 논현점,구분없음,준대규모점포
3220000,2012/07/02,,3,폐업,3,폐업처리,2021/12/30,,,,120.07,,서울특별시 강남구 도산대로35길 39 (신사동),37.523493,127.0303445,롯데슈퍼 압구정점,구분없음,준대규모점포
3220000,2012/07/02,,1,영업/정상,1,정상영업,2023/01/02,,,,730.7,,서울특별시 강남구 선릉로 660 (삼성동),37.513975,127.0561274,밀구루 삼성점,구분없음,준대규모점포
3220000,2012/07/02,,1,영업/정상,1,정상영업,2023/01/02,,,,294.9,,서울특별시 강남구 봉은사로103길 5 (삼성동),37.5149946,127.0614151,롯데슈퍼 코엑스점,구분없음,
3220000,2012/07/02,,1,영업/정상,1,정상영업,2023/01/02,,,,503.8,,"서울특별시 강남구 언주로 123 (도곡동, 개포한신아파트)",37.4868514,127.0487982,롯데슈퍼 도곡점,구분없음,준대규모점포
3220000,2014/09/16,,1,영업/정상,1,정상영업,2023/01/02,,,,510.88,서울특별시 강남구 논현동 140번지,"서울특별시 강남구 강남대로128길 128-20, 1층 101,104,106호 (논현동, 영동프라자)",37.5111262,127.0254209,(주)지에스리테일 GS슈퍼 강남 논현점,구분없음,준대규모점포
3220000,2014/11/25,,1,영업/정상,1,정상영업,2023/01/02,,,,13667,,서울특별시 강남구 테헤란로87길 22-0 (삼성동),37.5095909,127.0592738,도심공항몰(CALT MALL),쇼핑센터,대규모점포
3220000,2015/12/11,,1,영업/정상,1,정상영업,2023/01/02,,,,5155.7,,"서울특별시 강남구 강남대로 432 (역삼동, 점프밀라노)",37.5012103,127.0266055,점프밀라노,그 밖의 대규모점포,대규모점포
3220000,2016/12/29,,1,영업/정상,1,정상영업,2023/01/02,,,,358.71,,"서울특별시 강남구 삼성로 633, 1층 (삼성동, 삼광빌딩)",37.5145427,127.0636849,노브랜드 삼성점,구분없음,준대규모점포
3220000,2018/08/03,,1,영업/정상,1,정상영업,2023/01/02,,,,677.2,서울특별시 강남구 논현동 164번지 5호 외 3필지,,,,삐에로쇼핑 강남논현점,구분없음,준대규모점포
3220000,2021/03/19,,1,영업/정상,5,영업개시전,2023/01/02,,,,7511.51,서울특별시 강남구 역삼동 676 센터필드,"서울특별시 강남구 테헤란로 231, 센터필드 (역삼동)",37.5030426,127.041588,더 샵스 앳 센터필드 (THE SHOPS AT CENTERFIELD),그 밖의 대규모점포,대규모점포
3220000,2022/04/12,,1,영업/정상,1,정상영업,2023/01/02,,,,794.7,서울특별시 강남구 신사동 510-11 강남상가아파트,"서울특별시 강남구 압구정로2길 46, 1층 (신사동, ---------)",37.5187712,127.0206688,이마트에브리데이 강남시장점,구분없음,
3220000,2022/09/15,,1,영업/정상,1,정상영업,2023/01/02,,,,198,서울특별시 강남구 신사동 638-6,"서울특별시 강남구 압구정로 312, 신사동동 1층 (신사동)",37.528757,127.0355137,GS THE FRESH 압구정점,구분없음,